count,virus
1.0,u131195
1.0,u131271
1.0,u131343
1.0,u131361
1.0,u131378
1.0,u131384
1.0,u131453
1.0,u131777
1.0,u131814
1.0,u132000
1.0,u132012
1.0,u130652
1.0,u49272
1.0,u132938
1.0,u130284
1.0,u128567
1.0,u128569
1.0,u128586
1.0,u128900
1.0,u129024
1.0,u50017
1.0,u129147
1.0,u49757
1.0,u129223
1.0,u129228
1.0,u129251
1.0,u129443
1.0,u129605
1.0,u129624
1.0,u129824
1.0,u129862
1.0,u129881
1.0,u132103
1.0,u133051
1.0,u137324
1.0,u134667
1.0,u134800
1.0,u134832
1.0,u135103
1.0,u47766
1.0,u135170
1.0,u47595
1.0,u135388
1.0,u47447
1.0,u135623
1.0,u135761
1.0,u135907
1.0,u136030
1.0,u136373
1.0,u136788
1.0,u45771
1.0,u45764
1.0,u137308
1.0,u134742
1.0,u134340
1.0,u48493
1.0,u134311
1.0,u133163
1.0,u133172
1.0,u48164
1.0,u133407
1.0,u133409
1.0,u133439
1.0,u133512
1.0,u48040
1.0,u133602
1.0,u133605
1.0,u133620
1.0,u133683
1.0,u133732
1.0,u133815
1.0,u133865
1.0,u134071
1.0,u134208
1.0,u57839
1.0,u109756
1.0,u109662
1.0,u84804
1.0,u83734
1.0,u83758
1.0,u83977
1.0,u65948
1.0,u84368
1.0,u84500
1.0,u84535
1.0,u84779
1.0,u84952
1.0,u109606
1.0,u85052
1.0,u85188
1.0,u85410
1.0,u85417
1.0,u85502
1.0,u85849
1.0,u85870
1.0,u85925
1.0,u83685
1.0,u83579
1.0,u83465
1.0,u83176
1.0,u67157
1.0,u81048
1.0,u81124
1.0,u81293
1.0,u81353
1.0,u81520
1.0,u81593
1.0,u81665
1.0,u81679
1.0,u81769
1.0,u81977
1.0,u81993
1.0,u82184
1.0,u82664
1.0,u82731
1.0,u66170
1.0,u83084
1.0,u65475
1.0,u86351
1.0,u86512
1.0,u88581
1.0,u88742
1.0,u88828
1.0,u89165
1.0,u89169
1.0,u89232
1.0,u64376
1.0,u89486
1.0,u89701
1.0,u89773
1.0,u89850
1.0,u89969
1.0,u90042
1.0,u90250
1.0,u90282
1.0,u90439
1.0,u90453
1.0,u64370
1.0,u88614
1.0,u88332
1.0,u86527
1.0,u88238
1.0,u86806
1.0,u86826
1.0,u86847
1.0,u86875
1.0,u86899
1.0,u64870
1.0,u87082
1.0,u64847
1.0,u87394
1.0,u87419
1.0,u87506
1.0,u64709
1.0,u87813
1.0,u87888
1.0,u87943
1.0,u88049
1.0,u64663
1.0,u80898
1.0,u67460
1.0,u80660
1.0,u73868
1.0,u74131
1.0,u74141
1.0,u74185
1.0,u69533
1.0,u74232
1.0,u74349
1.0,u74365
1.0,u74435
1.0,u74450
1.0,u74508
1.0,u74741
1.0,u74902
1.0,u74906
1.0,u74949
1.0,u74958
1.0,u74965
1.0,u74968
1.0,u69741
1.0,u73849
1.0,u69346
1.0,u69791
1.0,u70464
1.0,u70551
1.0,u70364
1.0,u70331
1.0,u71188
1.0,u70274
1.0,u71519
1.0,u71532
1.0,u72117
1.0,u70206
1.0,u70193
1.0,u72993
1.0,u73270
1.0,u69994
1.0,u73600
1.0,u73601
1.0,u73622
1.0,u75049
1.0,u75585
1.0,u80553
1.0,u78087
1.0,u78630
1.0,u78641
1.0,u78728
1.0,u78921
1.0,u68283
1.0,u79204
1.0,u68189
1.0,u79424
1.0,u67876
1.0,u79570
1.0,u79577
1.0,u79654
1.0,u79743
1.0,u79790
1.0,u79809
1.0,u80129
1.0,u80222
1.0,u68368
1.0,u77995
1.0,u75606
1.0,u77972
1.0,u75687
1.0,u75718
1.0,u75783
1.0,u75785
1.0,u76091
1.0,u76611
1.0,u77005
1.0,u77154
1.0,u69140
1.0,u77310
1.0,u77486
1.0,u68671
1.0,u68552
1.0,u68411
1.0,u77798
1.0,u77823
1.0,u77842
1.0,u90590
1.0,u90626
1.0,u90850
1.0,u103412
1.0,u103473
1.0,u103514
1.0,u60694
1.0,u60587
1.0,u103707
1.0,u103751
1.0,u60532
1.0,u103960
1.0,u104369
1.0,u59640
1.0,u59465
1.0,u104573
1.0,u104618
1.0,u104762
1.0,u104839
1.0,u105164
1.0,u105373
1.0,u60698
1.0,u60747
1.0,u105393
1.0,u103153
1.0,u101040
1.0,u101140
1.0,u101150
1.0,u101463
1.0,u101608
1.0,u101637
1.0,u101682
1.0,u101724
1.0,u101901
1.0,u101930
1.0,u102071
1.0,u102076
1.0,u102326
1.0,u102461
1.0,u102468
1.0,u61117
1.0,u102993
1.0,u59418
1.0,u105539
1.0,u61302
1.0,u107977
1.0,u108351
1.0,u108530
1.0,u108543
1.0,u108550
1.0,u108710
1.0,u108831
1.0,u108844
1.0,u108963
1.0,u109018
1.0,u109083
1.0,u109259
1.0,u109305
1.0,u109447
1.0,u58018
1.0,u109523
1.0,u109548
1.0,u109583
1.0,u108324
1.0,u58433
1.0,u105546
1.0,u107918
1.0,u105654
1.0,u105836
1.0,u105910
1.0,u106099
1.0,u59017
1.0,u106437
1.0,u58908
1.0,u58878
1.0,u106788
1.0,u106814
1.0,u106862
1.0,u106949
1.0,u107486
1.0,u58666
1.0,u107662
1.0,u107841
1.0,u107849
1.0,u100992
1.0,u100795
1.0,u90870
1.0,u94179
1.0,u94578
1.0,u63597
1.0,u63518
1.0,u94765
1.0,u94904
1.0,u63471
1.0,u63388
1.0,u95434
1.0,u95459
1.0,u62883
1.0,u95734
1.0,u62697
1.0,u62407
1.0,u95988
1.0,u95994
1.0,u96175
1.0,u62201
1.0,u94250
1.0,u94170
1.0,u96596
1.0,u93528
1.0,u90872
1.0,u91232
1.0,u91237
1.0,u91263
1.0,u91289
1.0,u91459
1.0,u91961
1.0,u91996
1.0,u92000
1.0,u92001
1.0,u63850
1.0,u92377
1.0,u92473
1.0,u92534
1.0,u92562
1.0,u92802
1.0,u92829
1.0,u96456
1.0,u96688
1.0,u100636
1.0,u61344
1.0,u99050
1.0,u99133
1.0,u99143
1.0,u99182
1.0,u99286
1.0,u99316
1.0,u99648
1.0,u61324
1.0,u99741
1.0,u99855
1.0,u99870
1.0,u99874
1.0,u99888
1.0,u100107
1.0,u100344
1.0,u100402
1.0,u100415
1.0,u61329
1.0,u98660
1.0,u96713
1.0,u98622
1.0,u96877
1.0,u62097
1.0,u97063
1.0,u97089
1.0,u61953
1.0,u97123
1.0,u97489
1.0,u61831
1.0,u97539
1.0,u61684
1.0,u98130
1.0,u98176
1.0,u61674
1.0,u98345
1.0,u98349
1.0,u98426
1.0,u98522
1.0,u146099
1.0,u146507
1.0,u217468
1.0,u194393
1.0,u193531
1.0,u193548
1.0,u193672
1.0,u193739
1.0,u193786
1.0,u194069
1.0,u194133
1.0,u194204
1.0,u194401
1.0,u200963
1.0,u194405
1.0,u194516
1.0,u194555
1.0,u194890
1.0,u194945
1.0,u39431
1.0,u194973
1.0,u195228
1.0,u193514
1.0,u193486
1.0,u193107
1.0,u193098
1.0,u190174
1.0,u190305
1.0,u39548
1.0,u190538
1.0,u190567
1.0,u190811
1.0,u190826
1.0,u190908
1.0,u190940
1.0,u191511
1.0,u39500
1.0,u191716
1.0,u191787
1.0,u192177
1.0,u192297
1.0,u192402
1.0,u193077
1.0,u195384
1.0,u195546
1.0,u195608
1.0,u198104
1.0,u198283
1.0,u198385
1.0,u198671
1.0,u198771
1.0,u198867
1.0,u39162
1.0,u199215
1.0,u199243
1.0,u199274
1.0,u199357
1.0,u199368
1.0,u199559
1.0,u39152
1.0,u200138
1.0,u200157
1.0,u200318
1.0,u39125
1.0,u39179
1.0,u197917
1.0,u195930
1.0,u39206
1.0,u196020
1.0,u196138
1.0,u196142
1.0,u196278
1.0,u196284
1.0,u196589
1.0,u196659
1.0,u196705
1.0,u196726
1.0,u196897
1.0,u197059
1.0,u197272
1.0,u197280
1.0,u197298
1.0,u197313
1.0,u197637
1.0,u197653
1.0,u190147
1.0,u190119
1.0,u190077
1.0,u183539
1.0,u183605
1.0,u183627
1.0,u183636
1.0,u183697
1.0,u183712
1.0,u40023
1.0,u183880
1.0,u183916
1.0,u184017
1.0,u40017
1.0,u184056
1.0,u184074
1.0,u184077
1.0,u39968
1.0,u184686
1.0,u184707
1.0,u184821
1.0,u183572
1.0,u183451
1.0,u185009
1.0,u40600
1.0,u181545
1.0,u181692
1.0,u181750
1.0,u181761
1.0,u181820
1.0,u181937
1.0,u182211
1.0,u182220
1.0,u182307
1.0,u182316
1.0,u182432
1.0,u182694
1.0,u182785
1.0,u183000
1.0,u183032
1.0,u183075
1.0,u183081
1.0,u184882
1.0,u185263
1.0,u189889
1.0,u187003
1.0,u39663
1.0,u187614
1.0,u187635
1.0,u187707
1.0,u187740
1.0,u187742
1.0,u187822
1.0,u188316
1.0,u188530
1.0,u39621
1.0,u188578
1.0,u188934
1.0,u189331
1.0,u189439
1.0,u189574
1.0,u189579
1.0,u189736
1.0,u187278
1.0,u186907
1.0,u185277
1.0,u186879
1.0,u185381
1.0,u185463
1.0,u39939
1.0,u185531
1.0,u39731
1.0,u185694
1.0,u185712
1.0,u185997
1.0,u185998
1.0,u186068
1.0,u186077
1.0,u186199
1.0,u186325
1.0,u186393
1.0,u186457
1.0,u186559
1.0,u186838
1.0,u39101
1.0,u201159
1.0,u146562
1.0,u211710
1.0,u37734
1.0,u211166
1.0,u211171
1.0,u211316
1.0,u37682
1.0,u211593
1.0,u37573
1.0,u211623
1.0,u37572
1.0,u38897
1.0,u211946
1.0,u212277
1.0,u212408
1.0,u212551
1.0,u212583
1.0,u212681
1.0,u212799
1.0,u213121
1.0,u210941
1.0,u210752
1.0,u210604
1.0,u210593
1.0,u208838
1.0,u208885
1.0,u209126
1.0,u209254
1.0,u209260
1.0,u209336
1.0,u209384
1.0,u209421
1.0,u209593
1.0,u209763
1.0,u209865
1.0,u37843
1.0,u210198
1.0,u37770
1.0,u210546
1.0,u210555
1.0,u210565
1.0,u213129
1.0,u213142
1.0,u37389
1.0,u215218
1.0,u215521
1.0,u215689
1.0,u215942
1.0,u37226
1.0,u37219
1.0,u216257
1.0,u216305
1.0,u216327
1.0,u216363
1.0,u37145
1.0,u216719
1.0,u216730
1.0,u37137
1.0,u216880
1.0,u217110
1.0,u217227
1.0,u217439
1.0,u215310
1.0,u37289
1.0,u213187
1.0,u215011
1.0,u213252
1.0,u213307
1.0,u213310
1.0,u213352
1.0,u213455
1.0,u213514
1.0,u213517
1.0,u213623
1.0,u213645
1.0,u37362
1.0,u214204
1.0,u37332
1.0,u214492
1.0,u214537
1.0,u214718
1.0,u214793
1.0,u214930
1.0,u208794
1.0,u208626
1.0,u208583
1.0,u202894
1.0,u202924
1.0,u202993
1.0,u203072
1.0,u203342
1.0,u203363
1.0,u203849
1.0,u203909
1.0,u204214
1.0,u204261
1.0,u204267
1.0,u204333
1.0,u204524
1.0,u204567
1.0,u204709
1.0,u204720
1.0,u204779
1.0,u204824
1.0,u202898
1.0,u202769
1.0,u204849
1.0,u38232
1.0,u201342
1.0,u201667
1.0,u201795
1.0,u38339
1.0,u201888
1.0,u202046
1.0,u38286
1.0,u202153
1.0,u202185
1.0,u202301
1.0,u202305
1.0,u202513
1.0,u202522
1.0,u202585
1.0,u38238
1.0,u202625
1.0,u202654
1.0,u204834
1.0,u205086
1.0,u208559
1.0,u206984
1.0,u38009
1.0,u207253
1.0,u207349
1.0,u207440
1.0,u207476
1.0,u207574
1.0,u207646
1.0,u207729
1.0,u207764
1.0,u207792
1.0,u37925
1.0,u208118
1.0,u208141
1.0,u208360
1.0,u208400
1.0,u37917
1.0,u208449
1.0,u38030
1.0,u38033
1.0,u38200
1.0,u206776
1.0,u38138
1.0,u205120
1.0,u38065
1.0,u205330
1.0,u205491
1.0,u205651
1.0,u205652
1.0,u205777
1.0,u205860
1.0,u206024
1.0,u206027
1.0,u206485
1.0,u206552
1.0,u206560
1.0,u206589
1.0,u206597
1.0,u206743
1.0,u181544
1.0,u181530
1.0,u181484
1.0,u43320
1.0,u156520
1.0,u156757
1.0,u156769
1.0,u156826
1.0,u43344
1.0,u156973
1.0,u157001
1.0,u157112
1.0,u157147
1.0,u181403
1.0,u157481
1.0,u157606
1.0,u157738
1.0,u157947
1.0,u157981
1.0,u158000
1.0,u158073
1.0,u158190
1.0,u156315
1.0,u156171
1.0,u43531
1.0,u43768
1.0,u154679
1.0,u154714
1.0,u43879
1.0,u154948
1.0,u154995
1.0,u155012
1.0,u155156
1.0,u155224
1.0,u155287
1.0,u155294
1.0,u155353
1.0,u155532
1.0,u155546
1.0,u155615
1.0,u155670
1.0,u155713
1.0,u43808
1.0,u158407
1.0,u42922
1.0,u158478
1.0,u160491
1.0,u160636
1.0,u160785
1.0,u160980
1.0,u42823
1.0,u161220
1.0,u161309
1.0,u161310
1.0,u161371
1.0,u42382
1.0,u161442
1.0,u161513
1.0,u161597
1.0,u161680
1.0,u161748
1.0,u161782
1.0,u161789
1.0,u161870
1.0,u160600
1.0,u160305
1.0,u158577
1.0,u160281
1.0,u158882
1.0,u158992
1.0,u159066
1.0,u159087
1.0,u159098
1.0,u159154
1.0,u159162
1.0,u42894
1.0,u159284
1.0,u159486
1.0,u159544
1.0,u159583
1.0,u159848
1.0,u42868
1.0,u159991
1.0,u160072
1.0,u160132
1.0,u154474
1.0,u154284
1.0,u154283
1.0,u148488
1.0,u44196
1.0,u148601
1.0,u44153
1.0,u149080
1.0,u44095
1.0,u149291
1.0,u44074
1.0,u149344
1.0,u149406
1.0,u149435
1.0,u44066
1.0,u149474
1.0,u149703
1.0,u149789
1.0,u149814
1.0,u149893
1.0,u149897
1.0,u148556
1.0,u148477
1.0,u150113
1.0,u148476
1.0,u44350
1.0,u146909
1.0,u146943
1.0,u147037
1.0,u147095
1.0,u147179
1.0,u147186
1.0,u147292
1.0,u44340
1.0,u147825
1.0,u147882
1.0,u44277
1.0,u148033
1.0,u148063
1.0,u44234
1.0,u44230
1.0,u148323
1.0,u149922
1.0,u150220
1.0,u154065
1.0,u152229
1.0,u152351
1.0,u152499
1.0,u152584
1.0,u152901
1.0,u152956
1.0,u153038
1.0,u153061
1.0,u153215
1.0,u153258
1.0,u153274
1.0,u153508
1.0,u153643
1.0,u153676
1.0,u153711
1.0,u153953
1.0,u153970
1.0,u154005
1.0,u152268
1.0,u152037
1.0,u150264
1.0,u151965
1.0,u150275
1.0,u150290
1.0,u150359
1.0,u150473
1.0,u43992
1.0,u150664
1.0,u150858
1.0,u150923
1.0,u150941
1.0,u151008
1.0,u151089
1.0,u151136
1.0,u151390
1.0,u151570
1.0,u151727
1.0,u151803
1.0,u151846
1.0,u161900
1.0,u162233
1.0,u162342
1.0,u175630
1.0,u175925
1.0,u175958
1.0,u175992
1.0,u175993
1.0,u41521
1.0,u176480
1.0,u176533
1.0,u176736
1.0,u176795
1.0,u41240
1.0,u176811
1.0,u176892
1.0,u177010
1.0,u177210
1.0,u177459
1.0,u177507
1.0,u177635
1.0,u175733
1.0,u175383
1.0,u177768
1.0,u175265
1.0,u173400
1.0,u173477
1.0,u173851
1.0,u173903
1.0,u174004
1.0,u174129
1.0,u174211
1.0,u174391
1.0,u41623
1.0,u174677
1.0,u174728
1.0,u174801
1.0,u174815
1.0,u174839
1.0,u174920
1.0,u175024
1.0,u175041
1.0,u177753
1.0,u41221
1.0,u173042
1.0,u179923
1.0,u180420
1.0,u180458
1.0,u180462
1.0,u180539
1.0,u180543
1.0,u180600
1.0,u180695
1.0,u180720
1.0,u180877
1.0,u181043
1.0,u181056
1.0,u181061
1.0,u181078
1.0,u40958
1.0,u181270
1.0,u181289
1.0,u181393
1.0,u180157
1.0,u40974
1.0,u177791
1.0,u179875
1.0,u41219
1.0,u177887
1.0,u178138
1.0,u178266
1.0,u178276
1.0,u41058
1.0,u178500
1.0,u41053
1.0,u178690
1.0,u178778
1.0,u178815
1.0,u41013
1.0,u178969
1.0,u178987
1.0,u41007
1.0,u179587
1.0,u179861
1.0,u173215
1.0,u173021
1.0,u162360
1.0,u164802
1.0,u165446
1.0,u42066
1.0,u165592
1.0,u165697
1.0,u165722
1.0,u165909
1.0,u165939
1.0,u166174
1.0,u166211
1.0,u166472
1.0,u166757
1.0,u167025
1.0,u167069
1.0,u167122
1.0,u167176
1.0,u167262
1.0,u167414
1.0,u165442
1.0,u164349
1.0,u167542
1.0,u164223
1.0,u162534
1.0,u162781
1.0,u162995
1.0,u163029
1.0,u163062
1.0,u163073
1.0,u163206
1.0,u163459
1.0,u163562
1.0,u163589
1.0,u163768
1.0,u163782
1.0,u163783
1.0,u163825
1.0,u164082
1.0,u164173
1.0,u42230
1.0,u167453
1.0,u167780
1.0,u172960
1.0,u41811
1.0,u171013
1.0,u171033
1.0,u171192
1.0,u171195
1.0,u171213
1.0,u171234
1.0,u171305
1.0,u171477
1.0,u171574
1.0,u171628
1.0,u171886
1.0,u171902
1.0,u172327
1.0,u172427
1.0,u41756
1.0,u172840
1.0,u172846
1.0,u170801
1.0,u170409
1.0,u167844
1.0,u170399
1.0,u168129
1.0,u168196
1.0,u168757
1.0,u168786
1.0,u169153
1.0,u169287
1.0,u169367
1.0,u169421
1.0,u169504
1.0,u169544
1.0,u169564
1.0,u169584
1.0,u169592
1.0,u169611
1.0,u41840
1.0,u169761
1.0,u169999
1.0,u158491
